roaster,name,link,price,altitude,varietal,processing,estate,roast_level,tasting_notes,description,country,scraped_at,transformed_at,location,producers,aroma,acidity,body,other_properties
koffie_genetics,summer vibes - cold brew,https://genetics.coffee/products/summer-vibes-cold-brew,300,1188,"sln-9, sln-5b, chandragiri",washed,araku,MEDIUM,"carmel , orange , grapefruit","beat the heat with summer vibes cold brew blend . tasting notes carmel , orange , grapefruit process washed roast medium varietal sl5b , s9 , chandragiri altitude | 3700 - 4100ft origin araku & baba budan giri summer vibes - cold brew",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"araku valley, andhra pradesh",,,,,""
koffie_genetics,sl34 cm washed,https://genetics.coffee/products/sl34-cm-washed,350,1375,"sln-24, sln-34",carbonic maceration washed,ratnagiri,MEDIUM_LIGHT,"orange marmalade , honey , stone fruit , clove","tasting notes : orange marmalade , honey , stone fruit , clove varietal : sl24 roast : light - medium sca cup score : 86 process : carbonic maceration washed origin : ratnagiri estate altitude : 1300 - 1450m sl34 cm washed",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"chickmagaluru, karnataka",ashok patre,,,,""
koffie_genetics,elixir,https://genetics.coffee/products/elixir,300,1082,liberica,"washed , double fermented , double fermented washed",sandalkad,MEDIUM_LIGHT,"molasses , blackberry jam , praline , jaggery syrup , malt","tasting notes : molasses , blackberry jam , praline , jaggery syrup , malt varietal : liberica roast : light - medium sca cup score : 87 process : double fermented washed origin : sandalkad , coorg , kn altitude : 3300 - 3800ft above sea level elixir",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"coorg, karnataka",,,,,""
koffie_genetics,sl28 carbonic maceration,https://genetics.coffee/products/sl28,350,1300,sln-28,"carbonic maceration , carbonic macerationorigin",ratnagiri,MEDIUM_LIGHT,"dark raisin , cola , yellow plum , forest honey , brown sugar","tasting notes : dark raisin , cola , yellow plum , forest honey , brown sugar , silky & complex varietal : sl - 28 roast : light - mediumsca cup score : 86 . 25process : 78 hours carbonic macerationorigin : ratnagiri estate , baba budan giri , knaltitude : 1200 - 1400m sl28 carbonic maceration",india,2024-09-02 04:51:31.934105,2024-10-10 04:26:09.169159,"chickmagaluru, karnataka",ashok patre,,,,""
koffie_genetics,sl-28 cm washed,https://genetics.coffee/products/sl-28cm-washed,350,1375,sln-28,carbonic maceration washed,ratnagiri,MEDIUM_LIGHT,"prunes , black currant , orange , grapefruit , red apple , candied nut","tasting notes : prunes , black currant , orange , grapefruit , red apple , candied nut varietal : sl28 roast : light - medium sca cup score : 86 . 5 process : carbonic maceration washed origin : ratnagiri estate altitude : 1300 - 1450m sl - 28 cm washed",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"chickmagaluru, karnataka",ashok patre,,,,""
koffie_genetics,sl 34 carbonic maceration,https://genetics.coffee/products/sl-34-carbonic-maceration,350,1350,sln-34,"carbonic maceration , 24",ratnagiri,MEDIUM_LIGHT,"prunes , dark plum , black honey , dark chocolate , dates syrup","tasting notes : prunes , dark plum , black honey , dark chocolate , dates syrup varietal : selection 34 roast : medium - light sca cup score : 87 process : 24+48 hours carbonic maceration origin : ratnagiri estate , ka altitude : 1300 - 1400m sl 34 carbonic maceration",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"chickmagaluru, karnataka",ashok patre,,,,""
koffie_genetics,candy shop 2.0,https://genetics.coffee/products/candy-shop-2-0,700,1100,sln-5b,anaerobic natural,paderu,MEDIUM,"guava , berry melange , black currant , milk chocolate , dried fig , dates","tasting notes : guava , berry melange , black currant , milk chocolate , dried fig , dates varietal : selection 5b roast : medium origin : paderu , andhra pradesh sca cup score : 87 process : anaerobic naturals altitude : 1050 - 1150m candy shop 2 . 0",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"paderu, andhra pradesh",,,,,""
koffie_genetics,house blend,https://genetics.coffee/products/house-blend,470,1250,,"ing washed , washed",karnataka,MEDIUM,"milk chocolate , caramel , orange peel","tasting notes milk chocolate , caramel , orange peel processing washed roast : medium variety various origin : karnataka altitude : 1000 - 1500m house blend",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,karnataka,,,,,""
kc_roasters,Melkodige Red Honey,https://kcroasters.com/products/melkodige-red-honey,750,1219,"",natural sun dried,melkodige,,"strawberry , apples , cocoa","a vibrant and delicately processed coffee with a taste profile that brings guatemala’s rich coffee heritage to your cup . grown at 4000 feet above sea level , this rare varietal , mayan gold , originates from the fertile soils of melkodige and delivers a nuanced and refined flavor experience . the ripe red cherries are carefully handpicked with a brix content of 22% or more , ensuring only the sweetest and ripest cherries are selected . after a meticulous washing process to remove debris and floats , the cherries undergo anoxic fermentation for 12 hours . this is followed by a slow , labor - intensive drying process , where the beans , with their natural mucilage , are carefully raked over 15 days to ensure even drying and to preserve the unique flavors of the honey process . region : chikmagalur , karnataka process : natural sun - dried altitude : 4000 feet best with : espresso , french press , south indian filter , moka pot , electric brewer , cold brew cupper ' s notes : - strawberry , apples & cocoa . note - our fresh coffee beans are roasted in mumbai , daily . - all our single origin arabica coffees go through testing and quality checks at the farm and roast level to ensure a quality and delicious cup each time . melkodige red honey",india,2024-10-03 19:33:33.243207,2024-10-10 04:26:06.571225,"chickmagaluru, karnataka","aveen rodrigues, yogitha",,,,""
kc_roasters,Kelagur Washed | Ultra Dark Roast Coffee | NEW HARVEST !,https://kcroasters.com/products/kelagur-ultra-dark-coffee,750,1066,,"washed parchment , washed",kelagur,DARK,"roasted chestnuts , almond , cocoa","a n ultra dark , buttery coffee that helps us ease into the day smoothly . this washed coffee comes from kelagur estates situated at 3500 feet . kelagur estates is a member of specialty coffee association of india ( scai ) and exports most of its coffee to australia , germany , sweden and switzerland . it also has its own pulping and curing facilities that ensure coffee is always processed at peak freshness for optimum flavour . region : chikmagalur , karnataka process : washed parchment altitude : 3500 feet best with : espresso , french press , south indian filter , moka pot , electric brewer , cold brew cupper ' s notes : roasted chestnuts , almond & cocoa . note - our fresh coffee beans are roasted in mumbai , daily . - all our single origin arabica coffees go through testing and quality checks at the farm and roast level to ensure a quality and delicious cup each time . kelagur washed | ultra dark roast coffee | new harvest",india,2024-10-03 19:33:33.243207,2024-10-10 04:26:06.571225,"chickmagaluru, karnataka",peter mathias,,,,""
